id	text	metadata	region_main_id	region_main	region_sub_id	region_sub	date_str	date_min	date_max	date_circa
334615	φιλημα αριστας.	Sikelia (Aeolian Islands) — Lipara (Lipari) — Meligunìs Lipára 11,1 (2001) p. 332 — SEG 51.1313	1696	Sicily, Italy, and the West (IG XIV)	1686	Sicily, Sardinia, and neighboring Islands	 Meligunìs Lipára 11,1 (2001) p. 332 	1.0	1.0	0.0
276354	[α]υτοκρατορα καισαρα αρκ[ο]ν αυρ[η]λιον [σεουηρο]ν αντωνινον [ευ]σεβη σεβαστον [βρετ]αννικο[ν μεγιστον] αρχιερεα μ[εγιστον] δημ[αρχικ]ης εξο[υσιας τ]ο [------].	Pamph. — Side (Eski Adalia-Selimiye) — 211 AD — Side Kitabeleri (1965) 16, 103 — AnnÉp (1966) 456	1702	Asia Minor	1651	Pamphylia	 211 AD 	211.0	211.0	0.0
230301	εισιδωρος θε[οφιλου α]ναγυρασιος.	Attica — Athens — ca. 173/4 AD? — Ag. 15.386 — Horos 10-12.1992-98.231,n103	1701	Attica (IG I-III)	1700	Attica	 ca. 173/4 AD? 	173.0	174.0	1.0
283875	[α]ποκαθελων μετεθηκεν. [--]α--[----] [--]οσαρχη-[--] [--]- σε-[--].	Lycia, W. — Xanthos (Kınık) — mid-2nd c. AD	1702	Asia Minor	1669	Lycia	 mid-2nd c. AD	126.0	175.0	0.0
315803	[θασιων]. [-] κλειτος.	Scythia Minor [Thasos] — Istros-Histria — ca. 325-317 BC	1697	Thrace and the Lower Danube (IG X)	1675	Scythia Minor 	 ca. 325-317 BC	-325.0	-317.0	1.0
342783	[--] και πο[--] [--]λυπος ν[--] [--]ετυ [--].	Galatia, N. — Pessinous (Ballıhisar) — Christian period? — J. Strubbe, Pessinonte I (1984) 241, 137	1702	Asia Minor	1663	Galatia	 Christian period? 	27.0	325.0	1.0
269274	μηνοφιλος αν[τ]ηνορος κε ευτυχης μηνοφιλου τειμοθεω αδελφω γλυκυτατω μνημης χαριν ετων ι κε αυρ. πατρι ηνοφιλω.	Phryg., N. — Kotiaion (Kütahya) — Şahmelek — 200-250 AD	1702	Asia Minor	1679	Phrygia	 200-250 AD	200.0	250.0	0.0
324406	ετους ιε μεσορη ι.	Cyrenaica — Teucheira--Arsinoe (Tocra) — 1st c. BC/1st c. AD — SEG 9.671, ll. 1-2 — J. Gray, Cyrenaican Expedition 1952 (1956) 52, 38 — J.M. Reynolds, reading	1695	Egypt, Nubia and Cyrenaïca	1633	Cyrenaïca	 1st c. BC/1st c. AD 	-100.0	199.0	0.0
229888	φανοστρατη δρακ[οντιδου].	Att. — Athens — 341/0 BC — IG II² 1456+1483, l. 31 — Ritual ...1994.336 — SEG 38.140	1701	Attica (IG I-III)	1700	Attica	 341/0 BC 	-341.0	-340.0	0.0
79929	[-------]ε - [-] [ισαγορης πρη]ξιπολιος [λεωφαντος 0]ημαλκεο[ς] [φιλισκος αρισ]τοληιδεω.	Thasos — 400-350 BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1596	Northern Aegean (IG XII,8) 	 400-350 BC	-400.0	-350.0	0.0
330473	δεκα πεντε.	Italia — Spina — ca. 400-350 BC — StEtr 48 (1980) 358, 49	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 ca. 400-350 BC 	-400.0	-350.0	1.0
183173	λυνγιον μητηρ και ηδυν γυνη σαδαλου χαιρετε.	N. Black Sea — Pantikapaion (Kerch) — 1st c. AD — IosPE IV 252	1683	North Shore of the Black Sea	1684	unspecified subregion	 1st c. AD 	1.0	100.0	0.0
347823	[επι πυθαρατου αρχοντος επι της οι]νειδο[ς δωδεκατης πρυτανειας ηι ισηγορος ι]σοκρατου κ[εφαληθεν εγραμματευεν σκιροφο]ριωνος ενει και ν[εαι προτεραι μιαι και τριακ]οστει της πρυτανε[ιας εκκλησια των προεδρων ε]πεψηφιζεν κηφισοκ[λ----------------------] και συμπροεδροι φιλ[ιππος αστυγενους θυμαιταδ]ης ειπεν περι ων απαγγ[ελλουσιν οι πρυτανεις της] οινειδος υπερ των [θυσιων ων εθυον τα προ των εκκλη]σιων τοις θεοις ο[ις] [πατριον ην αγαθει τυχει δεδο]χθαι τωι δημωι τα μ[εν αγαθα δεχεσθαι α φασιν γεγονε]ναι εν τοις ιερ[οις οις εθυον εφ υγιειαι και σωτη]ριαι της βουλη[ς] [και του δημου και των αλλων οσοι ευ]νους εισιν τ[ωι] [δημωι επειδη δε οι πρυτανεις τας τε] θυσιας τας [καθηκουσας εθυσαν καλως και φιλοτιμω]ς επεμελ[ηθησαν δε και των αλλων απαντων ων αυτοις οι] τε ν[ομοι] [προσεταττον και τα ψηφισματα του δημου ----] [---------------------].	Attica — Athens — Agora — 271/0 BC — B.D. Meritt, The Athenian Year (1961) 192, 1 — SEG 21.369 — Agora XV 80	1701	Attica (IG I-III)	1700	Attica	 271/0 BC 	-271.0	-270.0	0.0
12150	εισιδωρα επιγενου μιλησια.	Att. — aet. imp.	1701	Attica (IG I-III)	1700	Attica	 aet. imp.	-27.0	284.0	0.0
167587	κωνσταντινου πονημα του τζβρινηου.	Moesia Inferior — Shumen — 10th c. AD	1697	Thrace and the Lower Danube (IG X)	1687	Thrace and Moesia Inferior 	 10th c. AD	901.0	1000.0	0.0
80432	μαντιαδες.	Euboia — Styra — 5th c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1653	Euboia (IG XII,9) 	 5th c. BC	-500.0	-401.0	0.0
320660	εις αφφαδανα δελματικην μαθκωνα ---.	Syria-Middle Euphrates — Dura-Europos (Salhiye, nr.) — 235-240 AD — Excav. Dura-Europos 4 (1933) 96, 221	1693	Greater Syria and the East	1626	Mesopotamia	 235-240 AD 	235.0	240.0	0.0
351099	[--------] [---]νο-[----] [---]υμενε[---] [---]-ν απο[---] [--------].	Pamph. — Side (Eski Adalia-Selimiye) — later (?) Rom. Imp. period — Side 1947 (1951) 79, 38	1702	Asia Minor	1651	Pamphylia	 later (?) Rom. Imp. period 	-27.0	284.0	0.0
336002	[αν]τιμαχου.	Sikelia [Rhodos] — Segesta — ca. 205-146 BC (periods III-IV) — Sicilia Epigraphica 1 (1999) 306, 25	1696	Sicily, Italy, and the West (IG XIV)	1686	Sicily, Sardinia, and neighboring Islands	 ca. 205-146 BC (periods III-IV) 	-205.0	-146.0	1.0
138083	αρηπυρος γαλατου διονυσιω τω τεκνω και τη συνβιω μνειας χαριν.	Makedonia (Mygdonia) — Thessalonike — ca. 2nd c. AD	1692	Northern Greece (IG X)	1485	Macedonia 	 ca. 2nd c. AD	101.0	200.0	1.0
1709	στρομβιχος εποιεσεν αθεναιος.	Boiotia — Oropos, Amphiareion — c. 470-450? a. — IG 7.3500	1701	Attica (IG I-III)	1700	Attica	 c. 470-450? a. 	-470.0	-450.0	1.0
147657	[--------]ς πορευομε[ν--------] [------]-ας και ως αν η πανηγυ[ρις ----] [------] ακολουθοις και α αν εχωσι [----] [---] εαν δε τις [παρα] ταυτα αγηι τινα η ρυ[σιαζη] [υπ]οδικος εστω εν αμφικτυοσιν. ειναι δε και ασυλον το ιερον του απολλωνος του πτωιου το εν ακραιφιοις ως αν αι στηλαι οριζωσι καθαπερ το εν δελφοις την δε λοιπην χωραν την ιεραν του απολλωνος του πτωιου μη αδικειν μηδενα εαν δε τις αδικηι υποδικος εστω εν αμφικτυοσιν. της δε εκεχειριας και της ασφαλειας αρχειν την πεντεκαιδεκατην του ιπποδρομιου μηνος κατα θεον ως βοιωτοι αγουσιν ως δε ελφοι απελλαιου. κυριους δ ειναι οικονομουντας τα κατα το ιερον τον τε προφητην και τον ιερεα του απολλωνος του πτωιου και την πολιν των ακραιφιεων και το κοινον των βοιωτων καθως και ενπροσθεν και τον αγωνοθετην τον ειρημενον επι τον αγωνα των πτωιων. αναγραψαι δε το ψηφισμα εν στηλαις πτωιοκλην ποταμοδωρου και αναθειναι τημ μεν εν δελφοις εν τωι ιερωι του απολλωνος την δ εν ακραιφιοις εν τωι ιερωι του πτωιου την δε εμ πυλαιαι αναθειναι δε και των αλλων ιερων οπου αν δοκηι εν καλλιστωι ειναι. εαν δε τι γινηται αδικημα παρα το δογμα των αμφικτυονων αποτεισατω ο αδικων δισχιλιους στατηρας και ο αν καταβλαψηι τα δε καταδικασθεντα χρηματα ιερα εστω του απολλωνος του πτωιου. ανενενκειν δε το δογμα τους ιερομνημονας επι τας πολεις και τα εθνη τα ιδια οπως ειδωσιν παντες τα δεδογμενα τοις αμφικτιοσιν.	Boiotia — Akraiphia: Ptoion — 178-146 BC	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 178-146 BC	-178.0	-146.0	0.0
339331	αγαθων ηρωι.	N. Black Sea — Kytaia (Kitej) — 4th c. BC — Arkh. pamiatniki Iugo-Vostochnoi Evropy (1985) pp. 51; 65, fig. 7,2 — BE (1990) 595 — cf. SEG 55.849	1683	North Shore of the Black Sea	1684	unspecified subregion	 4th c. BC 	-400.0	-301.0	0.0
43479	τεθμος οδε περι τας γας βεβαιος εστο κατ τον ανδαιθμον πλακος λιας και λισκαριας και τον αποτομον και τον δαμοσιον. επινομια δ εστο γονευσιν και παιδι αι δε με παις ειε κοραι αι δε με κορα ειε αδελφεοι αι δε με αδελφεος ειε ανχιστεδαν επινεμεσθο κατ το δικαιον αι δε με τοι επινομοι οιι[ον] οτι δε κα φυτευσεται ασυλος εστο αι με πολεμοι ανανκαζομενοις δοξξαι ανδρασιν ενι κεκατον αριστινδαν τοι πλεθει ανδρας διακατιος μειστον αξξιομαχος επι οικος εφαγεσθαι. οστις δε δαιθμον ενφεροι ε ψαφον διαφεροι εν πρειγαι εν πολι εν αποκλεσιαι ε στασιν ποιεοι περι γαδαισιας αυτος μεν ερρετο και γενεα αματα παντα χρεματα δε δαμευοσθον και οικια κατασκαπτεσθο κατ τον ανδρεφονικον τετμον. οδε τετθμος ιαρος εστο το απολλονος το πυθιο και τον συνν[αον ε μεν τοι τα]υτα παρβαινοντι εξξολειαν αυτοι και γενεαι και παντεσιν τοι δ ευσεβεοντι ιλαος εσστο. α δε γ[α το μεν εμισον] κομιζοιεν αξιοδοτας εστο ταν αυτο οιτινι χρειζοι. [αι δε τοι] δαμιοργοι κερδαινοιεν αλλο τον γεγραμενον ιαρον το απολλονος. εχετο αγαλμα δι εννεα ετεον και με ποτιγραψαι κερδος.	Lokris, W. — Naupaktos — ca. 500 BC	1698	Central Greece (IG VII-IX)	1659	Phokis, Lokris, Aitolia, Akarnania, and Ionian Islands (IG IX,1) 	 ca. 500 BC	-500.0	-500.0	1.0
350387	[ο δαμος καθιερωσ]ε εμμιωι [------ ανθ]υπατωι [----- ευεργε]τα [--------]του [--------] [ο δαμος καθιερωσ]ε [ποπλιωι 0]εμμιωι [ρηγλωι τωι ανθ]υπατωι [ασιας].	Kos Isl. — Prov. unkn. [Kos, Kastro] — 1st c. AD	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1646	Cos and Calymna (IG XII,4)	 1st c. AD	1.0	100.0	0.0
63971	[βασιλεα πτολ]εμαιον [σωτηρα] [τον πρεσβυτα]τον υον [βασιλεως] [πτολεμαιου του] δευτερ[ο]υ [ευεργετου] ---------νος κτ------ [των πρωτων φι]λων ο αρχ[------] [------- κ]αι επιστο[λαγραφος] [τεταγμενος] δε και επ[ι -----] [-- ευνοιας εν]εκεν τη[ς εις εαυτον] [απολλωνι αρτ]εμιδι [λητοι].	Delos — 116-80 BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1672	Delos (IG XI and ID) 	 116-80 BC	-116.0	-80.0	0.0
185502	[-- το δε ψαφισμα τουτο αναγραφαμεν λευκολιθου] στ[αλαι και θεμεν εν τω επισαμοτατω τας ακροπο]λιος [τοπω. ταυτ εδοξε βουλαι δαμωι βασιλευουσα]ς παρ[θενου ετεος --- ιερεος δε ---------- μην]ος ευ[κλειου -- γραμματευοντος τιτου φλαουιου αγε]πολεως [υιου φλαουιου νασωνος. εσφραγισαντο στιχος θε]α βασιλισ[σα παρθενος --------------- α]ριστωνος υι[ου ------ πρω]τος αρχω[ν ζητος αριστω]νος τιτος φλαουιος [πυθοδοτος υιος φλαουιου αγεπολεως αρ]ιστων ζηθ[ου φιλομουσ]ος διογενους [------- αντιπα]τρου τιτος φλαουιος [ θ]εαγενης δι[ογενους στιχος τιτος φ]λα[ο]υ[ιος αιμ]ιλιαν[ος υιος φ]λαουιου ευρυδα[μου δημοκρατης βοισ]κου τιτος φλ[αουιος 0]ιο[σκουριδας α]πολλωνιος ζηθου [------- ερμοκλ]ης απολλων[ιου θεαγενης 0]ρηστιωνος τιτος φλα[ουιος απολλωνιος] υιος ουλπιου [---] απολλωνιου διοσκου[ριδας βοισκο]υ αριστων απολλω[νιδου απολλ]ωνιος αριστωνος αττινας [υιος] διο[γ]ενους βοισκος ζηθου διο[γενης --- τιτος] φλαουιος παρθενοκλης [ο και μαρ]κελλος γαζουριος μητροδ[ωρου στιχο]ς γαιος ιουλιος αιμιλιανος [---]ης υιος φλαουιου παρθενοκλε[ους υιου] ιουλιου αρχων μαρκος ουλπιος [υιος] φλαουιου απολλωνιου ηρακλε[ιδης] θεαγενιωνος αρχων βοισ[κος χρ]ηστιωνος αρχων απελλα[ς ----] νανων καλλιστρατου ρουφος ν [βοισκο]ς φιλομουσου αρχων ηροι[δας] αππα ιουλιανος ακυλου αρχων φιλι[ππος --- νομοφυ]λα[ξ] και ο γραμματευς της βουλης τιτος φλαουιος αγεπολ[ις] υιος φλαουιου [ν]α[σωνος].	N. Black Sea — Chersonesos — ca. 140 AD — IosPE I² 361/363/391+	1683	North Shore of the Black Sea	1684	unspecified subregion	 ca. 140 AD 	140.0	140.0	1.0
244480	καιουμας μοναχος μαιου [το]υ ετους.	Syr., Emesene — Emesa (Ḥomṣ) — 479 AD	1693	Greater Syria and the East	1676	Syria and Phoenicia	 479 AD	479.0	479.0	0.0
235279	θε[οι]. [ε]δοξεν [-------].	Att. — Athens — 4th c. BC	1701	Attica (IG I-III)	1700	Attica	 4th c. BC	-400.0	-301.0	0.0
340194	φιλιστας αιλεαι.	Italia — Elea-Velia — mid 4th c. BC — Elea-Velia. Polis, zecca e monete di bronzo (1997) 17	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 mid 4th c. BC 	-375.0	-326.0	0.0
297814	[---]0 [---]οκαι [---]ινι [----].	Dacia Inf. — Sucidava (Corabia) — 2nd/3rd c. AD	1697	Thrace and the Lower Danube (IG X)	1673	Dacia 	 2nd/3rd c. AD	101.0	300.0	0.0
14521	αια [λυ]σανιου -- εως [θυγ]ατη[ρ] [πυρ]γιωνος ---σιου [γυ]νη.	Att. — aet. imp.	1701	Attica (IG I-III)	1700	Attica	 aet. imp.	-27.0	284.0	0.0
329122	[επι --] ηρωε[ι].	Boiotia — Thespiai — ca. 250-100 BC (Vottéro) — IG VII 2178	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 ca. 250-100 BC (Vottéro) 	-250.0	-100.0	1.0
183167	κοσσας γλαυκου χαιρε.	N. Black Sea — Pantikapaion (Kerch) — 1st c. AD — IosPE IV 316	1683	North Shore of the Black Sea	1684	unspecified subregion	 1st c. AD 	1.0	100.0	0.0
80426	λυσικρα[τες] [πα]ρμενιονος.	Euboia — Styra — 5th c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1653	Euboia (IG XII,9) 	 5th c. BC	-500.0	-401.0	0.0
337308	βυμτοτινο.	Italia — Poseidonia-Paestum — Archaic period — cf. MDAI(R) 69 (1962) 24-25 — MDAI(R) 73/74 (1966/67) 245, 5 — L. Dubois, IGDGG II 27	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 Archaic period 	-600.0	-479.0	0.0
328228	νυμφοδωρος χαρειναδαο τιμων φιλοξενω ονατοριδας δαμοσθενιος αριστοκλεις αμφηνετω ευδικος σωσω ξενων ξενωνος παραμονος παραμονω θεοτιμος φιλιππου νικων φεναντιδαο ατταλος ατταλω ασσκλαπιχος καραιχω μνασινος ισμινιαο δαμοτελεις θιοπομπω σαμιχος απολλοδωρω αρ[κ]εων φιλωνος τιμων σιμωνος αρισστων φιλωνος κλεινικος ερμωνος κλινικος ευθιουμιδαο αγαθοκλης μνασικλειδαο ιφιδαμος καφισοδωρω θρασων αριστωνος καπων δαμοκλεος αρχανδριδας καλλωνος αμφικλεις ανδριυπιθους ξενοφιλος κλιωνος μνασων καφισιαο φιλων θεπομπω καλλιας λουσινω δαματριχος αρι στωνος ευανκριτος σθενωνος αμφενετος ευανδρω ξενοκλης ερμαιω πουθων δεξωνος μεναρχιδας θιοδωρω φηνιχος φηνιχω ιαροκλης δεξιαρω μνασων εμπεδωνος νικοστρατος σωκλιδαο επιχαρης δεξιαρω απολλωνιος απολλωνιω.	Boiotia — Orchomenos (Skripou) — 2nd c. BC	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 2nd c. BC	-200.0	-101.0	0.0
184608	διι [υπ]ατω.	N. Black Sea — Chersonesos — mid. 2nd c. AD?	1683	North Shore of the Black Sea	1684	unspecified subregion	 mid. 2nd c. AD?	126.0	175.0	1.0
347837	[------------------------] [---------------]-[------------------------] [---------------]0[-]λι[---------------------] [------------------------] [-----------------]λ[----------------------] [------------] δημωι [-----------------------] [---------]-[-] και τους [----------------------] [----]ε[----]γλτ[-]πολων[----]0[-----]υ[-----------] [---]εσς[---] εις ταγμα καταχωρ[----------------]ας καθι[στ]ησιν των δε αλλων [επιμελειται φιλοτιμ]ως και ε[σ]στιν περι παντας αθηνα[ι]ο[υς ανηρ αγαθος] και ευν[ου]ς τωι δημωι τυ[χε]ι α[γαθει δεδοχθ]αι τει β[ο]υλει τ[ο]υς προεδρους οι[τ]ιν[ες αν λαχωσιν] προεδρ[ευ]ειν εν τωι δημωι εις την [πρωτην εκκλησι]αν χρημα[τι]σαι περι τουτων γνωμ[ην δε ξυμβαλλεσθ]αι [τ]ης βο[υ]λης εις τον δημον οτι [δοκει τει βουλει ε]παινεσα[ι β]ιθυν κλεωνος λυσι[μαχεα αρετης ενεκα] και ευνοιας της εις τον δημο[ν τον αθηναιων και] στεφανωσ[α]ι χρυσωι στεφανω[ι κατα τον νομον εινα]ι δε αυτον [α]θηναιο[ν κ]αι αυτ[ον και εκγονους και γ]ραψασσθα[ι φ]υλης [κα]ι δημου κ[αι φρατριας ης αν βου]ληται κατα τον νομον τους δ[ε πρυτανεις τους πρυτ]ανευ[ο]ντας δουναι περι αυτ[ου την ψηφον οπως αν εφ]αμιλλον ει πασιν φιλοτιμε[ισθαι περι τον δημον] τον αθηναιων ειδοτας οτι [χαριτας κομιουνται κα]ταξιας των ευεργετηματ[ων αναγραψαι δε τοδε το ψ]ηφισμα τον γραμ[μ]ατ[εα] τ[ον κατα πρυτανειαν εν στη]ληι λιθινει και [στησαι εν ακροπολει εις δε την αν]αγραφην της στηλ[ης μερισαι τους επι τηι διοικη]σει δραχμας.	Attica — Athens — Akropolis — 285-282 BC — IG II² 808 — Syll.³ 476 — M.J. Osborne, Naturalization I (1981) 185, D87	1701	Attica (IG I-III)	1700	Attica	 285-282 BC 	-285.0	-282.0	0.0
301862	[επι πρυτανεως --]οδωρου γνωμη στρα[τηγων εγνω δημος επει --] [-- συντρο]φος του βασιλεως εν τε τοι[ς] αν[αγκαιοτατοις καιροις] [σπουδ]αιας χρειας παρεισχηται τωι τε βασιλε[ι και τωι δημωι] [παντ]ος αγαθου παραιτιος γινομενος και εν πασιν κα[ιροις αμεμπτως] [και αδ]εως αναστρεφομενος της μεγιστης τιμης και αι[δους ηξιουτ]ο πολυ δε των καθ εαυτον συνεσει και παιδειαι προαγων [παρα] [με]ν τοις αλλοις εντροπης και δοξης δικαιως ετυγχανεν παρα δε τ[ωι] [βα]σιλει προεδριας και τιμης της πρωτης μετειχεν αμεμψιμοιρητο[ς] [δε] εν πασιν γεγενημενος και ευδοκιμηκως εν ταις χρειαις απασαις κ[εκ]οσμηκε τον αυτου βιον τηι καλλιστηι παρρησιαι την τε πατριδα σπε[υ]δων οσον εφ εαυτωι διαφερειν παρα τας αλλας πολεις εν ταις κατα τη[ν] πολιτειαν οικονομιαις τα μεν παραλελειμμενα εισηγησαμενος επι τω[ι] συνφεροντι διωρθωσεν τα δε λοιπα ακολουθως τοις νομοις συνεπεισ[χ]υσεν εφ οις ευχαριστησας ο δημος αυτωι τας καλλιστας και ενδοξοτατα[ς ε]ψηφισατο τιμας ινα μη μονον εν τωι πα[ρ]οντι καιρωι η παρα των πολιτων [α]υτωι υπαρχ[η]ι χαρις αλλα και εις τ[ο]ν α[ει] χ[ρ]ονον διαμεινη τα δεδομενα τιμ[ι]α και ο βασιλευς ατταλο[ς φι]λαδελφ[ος] και ευε[ργ]ετης εν τοις αναγκα[ιο]τατοις καιροις πιστευσας την υπερ τω[ν] κοι[νη συ]νφερ[ον]των πρεσβειαν π[ρος] [ρ]ωμαιους εξαπεστειλεν αυτον ινα τους μεν εχθρους ενδειξηται ασεβ[ως] [κ]εχρησμενους τοις πραγμασιν τ[η]ν δ[ε] υπαρχουσαν ευν[ο]ιαν και ευεργεσ[ιαν π]ρος τον βασιλ[εα α]να[ν]εωσ[αμ]εν[ος π]αρακ[αλ]εση[ι] αυτους αμυνασθα[ι] [το]ν πα[ρα]σπονδως κατα[-]-[-]-ο-[-]υ[---]- ενδειξαμενος τηι συγ[κλητωι --------------------------------] [------]--[-----] [---- επι]μελη[θ---] [--- πε]πραγμεν[---] [---]ος καρτερη[ς--] [---] μητ εν τ[---] [-- εσκηπ]τονθ οτ[ι --] [---- κ]αι καθυ[βρι--] [-----]ος [-----].	Mys. — Pergamon — 151-150 BC or shortly after? — IvP II p.509 cf. — OGIS 323, IGR 4.288	1702	Asia Minor	1674	Mysia [Kaïkos], Pergamon	 151-150 BC or shortly after? 	-151.0	-150.0	1.0
232502	[ορος ει]μι τες αγορας.	Att. — Athens: Agora — c. 500 a. — Hsp.9.1940.266 [SEG 10.368(2)] — IG I³ 1089	1701	Attica (IG I-III)	1700	Attica	 c. 500 a. 	-500.0	-500.0	0.0
81738	δημοσθενης λυσιος χρηστος την στηλην εστησαν νουμηνιασται.	Euboia — Chalkis — 3rd c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1653	Euboia (IG XII,9) 	 3rd c. BC	-300.0	-201.0	0.0
286919	κυριε ο θεος ημω[ν] τ[ην σην] [ειρηνη]ν δο[ς ημιν] [παντ]α γαρ τα εργα ημ[ω]ν απεδωκας ημιν.	Cil. — Anemourion (Eski Anamur) — ca. 430-450 AD — J. Russell, Mosaic Inscriptions (1987) 49, 8	1702	Asia Minor	1662	Cilicia and Isauria	 ca. 430-450 AD 	430.0	450.0	1.0
336016	ρο[διππου].	Sikelia [Rhodos] — Segesta — ca. 205-175 BC (period III) — Sicilia Epigraphica 1 (1999) 312, 39	1696	Sicily, Italy, and the West (IG XIV)	1686	Sicily, Sardinia, and neighboring Islands	 ca. 205-175 BC (period III) 	-205.0	-175.0	1.0
350393	α βουλα και ο δαμος ετειμασαν τιβ[εριον] κλαυδιον τιβεριου κλαυδιου νικαγορα υιον αλκιδαμον ιουλιανον ηρωα [ι]ερεα [τ]ων εφηβ[ων] [----------------].	Kos Isl. — Kos — ca. 1-50 AD — Paton-Hicks (1891) 106 — SGDI III,1 (1895) 3662	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1646	Cos and Calymna (IG XII,4)	 ca. 1-50 AD 	1.0	50.0	1.0
63965	[------ συγγενη βασιλε]ων [πτολεμαιων και βασι]λισσης [κλεοπατρας της αδελφ]ης και [βασιλισσης κλεοπ]ατρας της [γυναικος η συνοδ]ος των εν αλε[ξανδρειαι πρεσ]βυτερων εγδοχεων [ευνοιας εν]εκεν της εις εαυτην [απολλ]ωνι αρτεμιδι λητοι.	Delos — 145-116 BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1672	Delos (IG XI and ID) 	 145-116 BC	-145.0	-116.0	0.0
331779	λικινιος τ[ου]τεινος ιεραι αφροδειτη χαρ ιν.	Gallia Narbonensis — Olbia (L'Almanarre): Giens Pen. — 2nd/3rd c. AD — RAN 18 (1985) 354, 7	1696	Sicily, Italy, and the West (IG XIV)	1635	Gallia	 2nd/3rd c. AD 	101.0	300.0	0.0
340180	[----] [--]νκει.	Italia — Roma — Rom. Imp. period — La collezione epigrafica di G. Battista De Rossi (1997) 189, 152	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 Rom. Imp. period 	-27.0	284.0	0.0
77910	ποσειδωνος ασφαλειου.	Syros — 3rd c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1585	Cyclades, excl. Delos (IG XII,5) 	 3rd c. BC	-300.0	-201.0	0.0
236764	λ[υ]σις αντιοχου αδελφος χριστος.	Att. — 2nd c. AD — IG II² 12320	1701	Attica (IG I-III)	1700	Attica	 2nd c. AD 	101.0	200.0	0.0
208852	[ απο πλεσιας χαριτ]ι ανδροκλου κοινονιας του και [ετους ονησαγορας φιλουνιου] κουρευς ο δηκατεφορος νυμφη [τηι εν τοι στροφ]ιγγι χιδροβροχον τοδε επ αγ[αθηι τυχηι. κεραμευς] κεραμον με αναγραψας με αναθε παραχρεμα [εις το ιερον το] τε του αναθεντος ονομα κα[λλικλης οστις σεβιζε]ι ατροπον απο μεν αυτες ενπραχθεσεται [εν τωι βιωι καλ]α εσκατον δε τιμορουμενος ιδ[------------------. --].	Kypros — Nymphaion (Kafizin) — 223/222 BC	1680	Cyprus ([IG XV])	1681	unspecified subregion	 223/222 BC	-223.0	-222.0	0.0
332270	[ενθα κ]ατακιτε χαρισ[ιος] [υιος γ]αιου ζησας ε[τη] [εικοσι]ν του βιου ε[αυτου --] σεπτεμ[βριων].	Italia — Roma — Christian period — ICUR II 5686 — RPAA 62 (1989/90) 205, 5686 (A. Ferrua)	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 Christian period 	27.0	325.0	0.0
270731	αυρ. αμιανος καλιοπη συμβιω σεμνη μνημης και σεαυτω ζων χαριν.	Phryg., N. — Aizanitis: Hacıkebir — later 3rd c. AD	1702	Asia Minor	1679	Phrygia	 later 3rd c. AD	201.0	300.0	0.0
343489	φιλα σελευκου χαιρε.	Achaia — Tritaia (Panagia, Ag. Marina) — 2nd c. BC — P.A. Nerantzoules, Achaiōn Dōdekapoleōs ereipia kai mnēmeia 1 (1938) 19, 2 — J.A. Papapostolou, AGS (1993) 105, 63 — SEG 46.503	1690	Peloponnesos (IG IV-[VI])	1621	Achaia	 2nd c. BC 	-200.0	-101.0	0.0
145054	επι αγαθοκλη σωσστρατου.	Boiotia — Tanagra — Rom. Imp. period	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 Rom. Imp. period	-27.0	284.0	0.0
217972	υπερ τιβεριου καισαρος σεβαστου ισιδι και αρποχρατη και πανι θεοις μεγιστοις τον περιβολον παμινις παρθενιου και παρθενιος υιος ετους τιβεριου καισαρος σεβαστου.	Eg. — Koptos (Qift) — 21/2 AD — Pan Dés.78,a (= Portes 57) — SB 5.8811	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 21/2 AD 	21.0	22.0	0.0
